gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
AL133167.1	ENSG00000258516.1	ENST00000554889.1	chr14	-	95866405	95855548	95855548	95907365	51818	yes
TUNAR	ENSG00000250366.2	ENST00000503525.2	chr14	+	95876772	95925571	95835812	95925571	89760	yes
C14orf132	ENSG00000227051.6	ENST00000555004.2	chr14	+	96039324	96093889	95998364	96093889	95526	yes
BDKRB2	ENSG00000168398.6	ENST00000542454.2	chr14	+	96204679	96244166	96163719	96244166	80448	yes
AL355102.2	ENSG00000258691.1	ENST00000553811.1	chr14	+	96204844	96263929	96163884	96263929	100046	yes
BDKRB1	ENSG00000100739.10	ENST00000216629.10	chr14	+	96255824	96264763	96214864	96264763	49900	yes
AL355102.3	ENSG00000258729.2	ENST00000554299.1	chr14	-	96276723	96275046	96275046	96317683	42638	yes
ATG2B	ENSG00000066739.11	ENST00000261834.9	chr14	-	96311263	96290136	96290136	96352223	62088	yes
GSKIP	ENSG00000100744.14	ENST00000555181.5	chr14	+	96363477	96387288	96322517	96387288	64772	yes
AK7	ENSG00000140057.8	ENST00000267584.8	chr14	+	96392111	96489427	96351151	96489427	138277	yes
PAPOLA	ENSG00000090060.17	ENST00000216277.12	chr14	+	96502373	96567111	96461413	96567111	105699	yes
LINC02299	ENSG00000258979.2	ENST00000556669.1	chr14	+	96741191	96790613	96700231	96790613	90383	yes
VRK1	ENSG00000100749.7	ENST00000216639.7	chr14	+	96797304	96881613	96756344	96881613	125270	yes
AL049833.1	ENSG00000258393.1	ENST00000557745.1	chr14	+	97116355	97121501	97075395	97121501	46107	yes
AL049833.2	ENSG00000259026.1	ENST00000556773.1	chr14	-	97119247	97117785	97117785	97160207	42423	yes
LINC02304	ENSG00000259110.1	ENST00000554445.1	chr14	+	97154857	97158736	97113897	97158736	44840	yes
AL158800.1	ENSG00000285584.1	ENST00000648645.1	chr14	+	97180525	97217778	97139565	97217778	78214	yes
LINC02325	ENSG00000246084.2	ENST00000499910.2	chr14	+	97458870	97464159	97417910	97464159	46250	yes
LINC02291	ENSG00000197176.7	ENST00000355909.7	chr14	-	97686658	97632647	97632647	97727618	94972	yes
LINC02312	ENSG00000258869.1	ENST00000555187.1	chr14	-	97762831	97749264	97749264	97803791	54528	yes
AL355097.1	ENSG00000258379.1	ENST00000555889.1	chr14	-	97789256	97786565	97786565	97830216	43652	yes
LINC01550	ENSG00000246223.8	ENST00000499006.6	chr14	-	97978124	97925610	97925610	98019084	93475	yes
LINC02295	ENSG00000258511.1	ENST00000557072.1	chr14	+	98136074	98139242	98095114	98139242	44129	yes
AL163932.1	ENSG00000259097.1	ENST00000555776.1	chr14	-	98205143	98068240	98068240	98246103	177864	yes
AL132719.1	ENSG00000258795.1	ENST00000554515.1	chr14	+	98497132	98514798	98456172	98514798	58627	yes
C14orf177	ENSG00000176605.8	ENST00000325812.7	chr14	+	98711613	98717766	98670653	98717766	47114	yes
AL132796.1	ENSG00000237342.1	ENST00000421617.1	chr14	+	98844896	98845597	98803936	98845597	41662	yes
AL132796.2	ENSG00000259119.1	ENST00000554025.1	chr14	-	98927805	98925137	98925137	98968765	43629	yes
BCL11B	ENSG00000127152.17	ENST00000345514.2	chr14	-	99271485	99169287	99169287	99312445	143159	yes
AL132819.1	ENSG00000258383.1	ENST00000555595.1	chr14	-	99332015	99324799	99324799	99372975	48177	yes
SETD3	ENSG00000183576.12	ENST00000331768.9	chr14	-	99480879	99397746	99397746	99521839	124094	yes
CCNK	ENSG00000090061.17	ENST00000555049.5	chr14	+	99481424	99535044	99440464	99535044	94581	yes
CCDC85C	ENSG00000205476.8	ENST00000557576.5	chr14	-	99536088	99514961	99514961	99577048	62088	yes
AL160313.1	ENSG00000247970.2	ENST00000502101.2	chr14	+	99604556	99625740	99563596	99625740	62145	yes
HHIPL1	ENSG00000182218.9	ENST00000330710.9	chr14	+	99645110	99680569	99604150	99680569	76420	yes
CYP46A1	ENSG00000036530.8	ENST00000554611.5	chr14	+	99684304	99713437	99643344	99713437	70094	yes
AL160313.2	ENSG00000258672.1	ENST00000555875.1	chr14	-	99693648	99691445	99691445	99734608	43164	yes
EML1	ENSG00000066629.17	ENST00000554479.5	chr14	+	99737693	99909416	99696733	99909416	212684	yes
EVL	ENSG00000196405.12	ENST00000402714.6	chr14	+	99971449	100144236	99930489	100144236	213748	yes
AL133368.2	ENSG00000258693.1	ENST00000556978.1	chr14	-	99978098	99977115	99977115	100019058	41944	yes
DEGS2	ENSG00000168350.7	ENST00000305631.6	chr14	-	100160163	100143957	100143957	100201123	57167	yes
YY1	ENSG00000100811.12	ENST00000262238.8	chr14	+	100238985	100282792	100198025	100282792	84768	yes
AL157871.1	ENSG00000258504.2	ENST00000555428.1	chr14	+	100291117	100291950	100250157	100291950	41794	yes
SLC25A29	ENSG00000197119.12	ENST00000359232.7	chr14	-	100306533	100291111	100291111	100347493	56383	yes
SLC25A47	ENSG00000140107.10	ENST00000361529.3	chr14	+	100323337	100330378	100282377	100330378	48002	yes
WDR25	ENSG00000176473.13	ENST00000335290.10	chr14	+	100376494	100530303	100335534	100530303	194770	yes
WARS	ENSG00000140105.17	ENST00000355338.6	chr14	-	100376805	100333818	100333818	100417765	83948	yes
AL845552.2	ENSG00000259031.1	ENST00000553301.1	chr14	+	100538939	100540409	100497979	100540409	42431	yes
BEGAIN	ENSG00000183092.16	ENST00000355173.6	chr14	-	100569794	100537149	100537149	100610754	73606	yes
LINC00523	ENSG00000196273.7	ENST00000360899.2	chr14	+	100657268	100672744	100616308	100672744	56437	yes
AL132711.1	ENSG00000258717.1	ENST00000557546.1	chr14	-	100679884	100675930	100675930	100720844	44915	yes
DLK1	ENSG00000185559.14	ENST00000341267.8	chr14	+	100726827	100738224	100685867	100738224	52358	yes
MEG3	ENSG00000214548.16	ENST00000429159.6	chr14	+	100826108	100861023	100785148	100861023	75876	yes
AL117190.1	ENSG00000258399.7	ENST00000637474.1	chr14	+	100836269	100947194	100795309	100947194	151886	yes
RTL1	ENSG00000254656.2	ENST00000649591.1	chr14	-	100903722	100879753	100879753	100944682	64930	yes
MEG8	ENSG00000225746.11	ENST00000554323.1	chr14	+	100906044	100907101	100865084	100907101	42018	yes
MIR381HG	ENSG00000258861.1	ENST00000553692.1	chr14	+	101045157	101051795	101004197	101051795	47599	yes
MEG9	ENSG00000223403.4	ENST00000554016.2	chr14	+	101064151	101072937	101023191	101072937	49747	yes
AL132709.1	ENSG00000230805.6	ENST00000448840.6	chr14	-	101077671	101073896	101073896	101118631	44736	yes
LINC02285	ENSG00000259004.1	ENST00000557121.1	chr14	+	101120856	101123542	101079896	101123542	43647	yes
AL359682.1	ENSG00000258497.1	ENST00000555328.1	chr14	+	101257332	101278318	101216372	101278318	61947	yes
AL355096.1	ENSG00000258460.1	ENST00000553561.1	chr14	-	101334331	101332516	101332516	101375291	42776	yes
LINC00524	ENSG00000259023.2	ENST00000556987.1	chr14	-	101407922	101405987	101405987	101448882	42896	yes
LINC02314	ENSG00000259082.1	ENST00000555725.1	chr14	+	101442076	101444315	101401116	101444315	43200	yes
AL049836.2	ENSG00000259166.1	ENST00000553318.1	chr14	+	101447642	101457117	101406682	101457117	50436	yes
DIO3OS	ENSG00000258498.8	ENST00000557661.1	chr14	-	101560431	101557304	101557304	101601391	44088	yes
DIO3	ENSG00000197406.7	ENST00000510508.4	chr14	+	101561351	101563452	101520391	101563452	43062	yes
AL049836.1	ENSG00000258919.1	ENST00000553270.1	chr14	-	101632530	101628984	101628984	101673490	44507	yes
LINC00239	ENSG00000258512.1	ENST00000556973.1	chr14	+	101730437	101732522	101689477	101732522	43046	yes
LINC02320	ENSG00000258404.1	ENST00000557778.1	chr14	-	101731108	101634454	101634454	101772068	137615	yes
PPP2R5C	ENSG00000078304.19	ENST00000554442.5	chr14	+	101761862	101836573	101720902	101836573	115672	yes
AL118558.3	ENSG00000271780.1	ENST00000607414.1	chr14	+	101948347	101949425	101907387	101949425	42039	yes
AL118558.4	ENSG00000272444.1	ENST00000607122.1	chr14	+	101952416	101953063	101911456	101953063	41608	yes
DYNC1H1	ENSG00000197102.11	ENST00000360184.9	chr14	+	101964510	102056443	101923550	102056443	132894	yes
HSP90AA1	ENSG00000080824.18	ENST00000334701.11	chr14	-	102139686	102081049	102081049	102180646	99598	yes
WDR20	ENSG00000140153.17	ENST00000335263.9	chr14	+	102139844	102223673	102098884	102223673	124790	yes
MOK	ENSG00000080823.22	ENST00000361847.6	chr14	-	102305200	102228841	102228841	102346160	117320	yes
ZNF839	ENSG00000022976.15	ENST00000557803.5	chr14	+	102334933	102342367	102293973	102342367	48395	yes
CINP	ENSG00000100865.14	ENST00000216756.10	chr14	-	102362892	102348282	102348282	102403852	55571	yes
TECPR2	ENSG00000196663.15	ENST00000359520.11	chr14	+	102362963	102502481	102322003	102502481	180479	yes
ANKRD9	ENSG00000156381.8	ENST00000286918.8	chr14	-	102509791	102501760	102501760	102550751	48992	yes
LINC02323	ENSG00000259230.1	ENST00000559946.1	chr14	+	102545254	102555826	102504294	102555826	51533	yes
RCOR1	ENSG00000089902.9	ENST00000262241.6	chr14	+	102592661	102730576	102551701	102730576	178876	yes
AL132801.1	ENSG00000259508.1	ENST00000559675.1	chr14	-	102774791	102770040	102770040	102815751	45712	yes
TRAF3	ENSG00000131323.14	ENST00000560371.5	chr14	+	102777476	102911500	102736516	102911500	174985	yes
AMN	ENSG00000166126.10	ENST00000299155.9	chr14	+	102922656	102931192	102881696	102931192	49497	yes
CDC42BPB	ENSG00000198752.10	ENST00000361246.6	chr14	-	103057462	102932379	102932379	103098422	166044	yes
LBHD2	ENSG00000283071.1	ENST00000634353.1	chr14	+	103084210	103090027	103043250	103090027	46778	yes
EXOC3L4	ENSG00000205436.7	ENST00000380069.7	chr14	+	103100144	103110271	103059184	103110271	51088	yes
LINC00677	ENSG00000259717.1	ENST00000560742.1	chr14	-	103123007	103120853	103120853	103163967	43115	yes
TNFAIP2	ENSG00000185215.8	ENST00000333007.5	chr14	+	103126327	103137439	103085367	103137439	52073	yes
LINC00605	ENSG00000251533.2	ENST00000514902.2	chr14	-	103189028	103187221	103187221	103229988	42768	yes
AL161669.3	ENSG00000278071.1	ENST00000618272.1	chr14	+	103208100	103208876	103167140	103208876	41737	yes
EIF5	ENSG00000100664.10	ENST00000216554.7	chr14	+	103334002	103345025	103293042	103345025	51984	yes
MARK3	ENSG00000075413.17	ENST00000440884.7	chr14	+	103385392	103503252	103344432	103503252	158821	yes
CKB	ENSG00000166165.12	ENST00000348956.6	chr14	-	103523111	103519659	103519659	103564071	44413	yes
TRMT61A	ENSG00000166166.12	ENST00000389749.8	chr14	+	103529184	103537073	103488224	103537073	48850	yes
BAG5	ENSG00000166170.9	ENST00000557666.1	chr14	-	103562831	103560531	103560531	103603791	43261	yes
APOPT1	ENSG00000256053.7	ENST00000409074.6	chr14	+	103562962	103592187	103522002	103592187	70186	yes
AL139300.1	ENSG00000256500.5	ENST00000472726.2	chr14	+	103562962	103685924	103522002	103685924	163923	yes
KLC1	ENSG00000126214.21	ENST00000348520.10	chr14	+	103629177	103714249	103588217	103714249	126033	yes
XRCC3	ENSG00000126215.13	ENST00000352127.11	chr14	-	103715504	103697617	103697617	103756464	58848	yes
ZFYVE21	ENSG00000100711.13	ENST00000311141.6	chr14	+	103715808	103733662	103674848	103733662	58815	yes
PPP1R13B	ENSG00000088808.17	ENST00000202556.13	chr14	-	103847590	103733752	103733752	103888550	154799	yes
LINC00637	ENSG00000258735.1	ENST00000556586.1	chr14	+	103847721	103858049	103806761	103858049	51289	yes
AL132712.2	ENSG00000258914.1	ENST00000556653.1	chr14	+	103875055	103877478	103834095	103877478	43384	yes
AL132712.1	ENSG00000258534.1	ENST00000555967.1	chr14	-	103880111	103854366	103854366	103921071	66706	yes
ATP5MPL	ENSG00000156411.9	ENST00000286953.7	chr14	-	103921557	103912288	103912288	103962517	50230	yes
RD3L	ENSG00000227729.4	ENST00000557640.1	chr14	-	103942308	103940426	103940426	103983268	42843	yes
TDRD9	ENSG00000156414.18	ENST00000462273.1	chr14	+	104049418	104052665	104008458	104052665	44208	yes
ASPG	ENSG00000166183.15	ENST00000551177.5	chr14	+	104085679	104115581	104044719	104115581	70863	yes
KIF26A	ENSG00000066735.14	ENST00000315264.7	chr14	+	104139040	104180894	104098080	104180894	82815	yes
AL590079.1	ENSG00000258913.1	ENST00000555282.1	chr14	+	104223614	104243747	104182654	104243747	61094	yes
AL512357.1	ENSG00000258598.1	ENST00000557687.1	chr14	-	104378951	104376530	104376530	104419911	43382	yes
C14orf180	ENSG00000184601.10	ENST00000557649.5	chr14	+	104579684	104590515	104538724	104590515	51792	yes
TMEM179	ENSG00000258986.6	ENST00000341595.7	chr14	-	104605647	104594080	104594080	104646607	52528	yes
AL583722.3	ENSG00000258736.1	ENST00000554954.1	chr14	-	104655787	104653599	104653599	104696747	43149	yes
LINC02280	ENSG00000260792.1	ENST00000564585.1	chr14	-	104665558	104661120	104661120	104706518	45399	yes
AL583722.1	ENSG00000256050.2	ENST00000540171.2	chr14	+	104681146	104684932	104640186	104684932	44747	yes
INF2	ENSG00000203485.12	ENST00000398337.8	chr14	+	104689621	104704809	104648661	104704809	56149	yes
ADSSL1	ENSG00000185100.10	ENST00000330877.6	chr14	+	104724186	104747310	104683226	104747310	64085	yes
SIVA1	ENSG00000184990.12	ENST00000329967.10	chr14	+	104753100	104759657	104712140	104759657	47518	yes
AKT1	ENSG00000142208.16	ENST00000349310.7	chr14	-	104795751	104769349	104769349	104836711	67363	yes
ZBTB42	ENSG00000179627.9	ENST00000555360.1	chr14	+	104800596	104802486	104759636	104802486	42851	yes
LINC00638	ENSG00000258701.1	ENST00000555578.1	chr14	+	104821201	104823718	104780241	104823718	43478	yes
AL583810.2	ENSG00000258811.1	ENST00000556430.1	chr14	+	104842663	104845916	104801703	104845916	44214	yes
AL583810.1	ENSG00000258593.2	ENST00000553344.2	chr14	-	104858836	104857792	104857792	104899796	42005	yes
CEP170B	ENSG00000099814.15	ENST00000414716.7	chr14	+	104865313	104896770	104824353	104896770	72418	yes
AL583810.3	ENSG00000259067.1	ENST00000555713.1	chr14	+	104904342	104905204	104863382	104905204	41823	yes
PLD4	ENSG00000166428.13	ENST00000392593.8	chr14	+	104924823	104937790	104883863	104937790	53928	yes
AHNAK2	ENSG00000185567.6	ENST00000557457.1	chr14	-	104953904	104937253	104937253	104994864	57612	yes
CLBA1	ENSG00000140104.13	ENST00000547315.5	chr14	+	104985793	104995512	104944833	104995512	50680	yes
CDCA4	ENSG00000170779.10	ENST00000336219.3	chr14	-	105021148	105009573	105009573	105062108	52536	yes
GPR132	ENSG00000183484.11	ENST00000392585.2	chr14	-	105065445	105049397	105049397	105106405	57009	yes
LINC02298	ENSG00000257556.1	ENST00000548104.1	chr14	+	105093609	105095699	105052649	105095699	43051	yes
JAG2	ENSG00000184916.8	ENST00000331782.7	chr14	-	105168824	105140981	105140981	105209784	68804	yes
NUDT14	ENSG00000183828.14	ENST00000551024.5	chr14	-	105181323	105175488	105175488	105222283	46796	yes
BTBD6	ENSG00000184887.13	ENST00000392554.7	chr14	+	105248574	105251093	105207614	105251093	43480	yes
PACS2	ENSG00000179364.13	ENST00000430725.6	chr14	+	105300563	105394672	105259603	105394672	135070	yes
BRF1	ENSG00000185024.16	ENST00000548421.2	chr14	-	105301278	105256186	105256186	105342238	86053	yes
TEX22	ENSG00000226174.6	ENST00000451127.2	chr14	+	105398583	105413859	105357623	105413859	56237	yes
MTA1	ENSG00000182979.17	ENST00000331320.11	chr14	+	105419822	105470729	105378862	105470729	91868	yes
CRIP2	ENSG00000182809.10	ENST00000329146.8	chr14	+	105474150	105480170	105433190	105480170	46981	yes
CRIP1	ENSG00000213145.9	ENST00000330233.11	chr14	+	105486317	105488791	105445357	105488791	43435	yes
AL928654.3	ENSG00000257341.5	ENST00000553228.5	chr14	+	105488212	105491659	105447252	105491659	44408	yes
TEDC1	ENSG00000185347.17	ENST00000329886.11	chr14	+	105489855	105499575	105448895	105499575	50681	yes
TMEM121	ENSG00000184986.10	ENST00000392519.6	chr14	+	105526603	105530202	105485643	105530202	44560	yes
AL928742.1	ENSG00000253364.2	ENST00000497397.1	chr14	-	105649057	105647924	105647924	105690017	42094	yes
AC246787.2	ENSG00000244620.1	ENST00000414005.1	chr14	+	105890084	105896109	105849124	105896109	46986	yes
FAM30A	ENSG00000226777.7	ENST00000630242.2	chr14	+	105917979	105932642	105877019	105932642	55624	yes
AC247036.1	ENSG00000271201.1	ENST00000605005.1	chr14	+	106206603	106208571	106165643	106208571	42929	yes
LINC00226	ENSG00000276210.2	ENST00000618204.2	chr14	+	106287674	106288828	106246714	106288828	42115	yes
LINC00221	ENSG00000270816.5	ENST00000619530.1	chr14	+	106482439	106521073	106441479	106521073	79595	yes
AC026495.1	ENSG00000258654.1	ENST00000556397.1	chr15	+	20344736	20359159	20303776	20359159	55384	yes
NIPA1	ENSG00000170113.15	ENST00000437912.6	chr15	+	22773063	22829789	22732103	22829789	97687	yes
NIPA2	ENSG00000140157.14	ENST00000359727.8	chr15	+	22838658	22866847	22797698	22866847	69150	yes
CYFIP1	ENSG00000273749.4	ENST00000610365.4	chr15	-	22980352	22869466	22869466	23021312	151847	yes
TUBGCP5	ENSG00000275835.4	ENST00000615383.4	chr15	-	23039673	22999176	22999176	23080633	81458	yes
GOLGA6L1	ENSG00000273976.1	ENST00000614055.1	chr15	-	23136822	23128268	23128268	23177782	49515	yes
GOLGA8S	ENSG00000261739.2	ENST00000604046.1	chr15	+	23354748	23367231	23313788	23367231	53444	yes
GOLGA6L2	ENSG00000174450.11	ENST00000312015.6	chr15	-	23447234	23439498	23439498	23488194	48697	yes
MKRN3	ENSG00000179455.8	ENST00000568252.1	chr15	+	23565717	23611564	23524757	23611564	86808	yes
MAGEL2	ENSG00000254585.3	ENST00000650528.1	chr15	-	23647867	23643549	23643549	23688827	45279	yes
NDN	ENSG00000182636.6	ENST00000331837.5	chr15	-	23687330	23685400	23685400	23728290	42891	yes
AC021439.1	ENSG00000261622.1	ENST00000562975.1	chr15	+	23912409	23941716	23871449	23941716	70268	yes
PWRN4	ENSG00000260232.1	ENST00000563016.1	chr15	+	23975172	24003435	23934212	24003435	69224	yes
PWRN2	ENSG00000260551.1	ENST00000567246.1	chr15	-	24169948	24164777	24164777	24210908	46132	yes
AC087463.1	ENSG00000260780.1	ENST00000568541.1	chr15	+	24206784	24225854	24165824	24225854	60031	yes
AC087463.2	ENSG00000260959.1	ENST00000565943.1	chr15	-	24240192	24238145	24238145	24281152	43008	yes
AC087463.4	ENSG00000261621.1	ENST00000566676.1	chr15	+	24261279	24276829	24220319	24276829	56511	yes
AC087463.3	ENSG00000261598.1	ENST00000570105.1	chr15	+	24299749	24300638	24258789	24300638	41850	yes
PWRN3	ENSG00000260760.1	ENST00000566797.1	chr15	+	24441127	24447967	24400167	24447967	47801	yes
PWRN1	ENSG00000259905.5	ENST00000568609.5	chr15	+	24558152	24587779	24517192	24587779	70588	yes
NPAP1	ENSG00000185823.3	ENST00000329468.3	chr15	+	24675868	24683393	24634908	24683393	48486	yes
SNRPN	ENSG00000128739.22	ENST00000400100.5	chr15	+	24823647	24978582	24782687	24978582	195896	yes
SNURF	ENSG00000273173.5	ENST00000577949.5	chr15	+	24954986	24968408	24914026	24968408	54383	yes
AC124312.1	ENSG00000214265.11	ENST00000551312.6	chr15	+	24955034	25000276	24914074	25000276	86203	yes
PWAR6	ENSG00000257151.1	ENST00000552334.1	chr15	+	25031873	25036490	24990913	25036490	45578	yes
AC124312.2	ENSG00000257647.1	ENST00000546615.1	chr15	-	25032047	25027736	25027736	25073007	45272	yes
AC124312.3	ENSG00000261069.3	ENST00000567527.1	chr15	+	25087661	25088896	25046701	25088896	42196	yes
UBE3A	ENSG00000114062.19	ENST00000614096.5	chr15	-	25439028	25333728	25333728	25479988	146261	yes
LINC02250	ENSG00000235731.1	ENST00000422117.1	chr15	-	25578791	25484831	25484831	25619751	134921	yes
ATP10A	ENSG00000206190.11	ENST00000389967.8	chr15	-	25865170	25841482	25841482	25906130	64649	yes
AC016266.1	ENSG00000259011.1	ENST00000557558.1	chr15	+	25865295	25877211	25824335	25877211	52877	yes
LINC02346	ENSG00000206187.3	ENST00000383019.2	chr15	+	25902360	26053120	25861400	26053120	191721	yes
AC100836.1	ENSG00000258931.1	ENST00000557426.1	chr15	-	26052276	26050538	26050538	26093236	42699	yes
LINC00929	ENSG00000259150.5	ENST00000556159.5	chr15	+	26115825	26126371	26074865	26126371	51507	yes
LINC02248	ENSG00000235160.1	ENST00000451579.1	chr15	+	26395072	26446774	26354112	26446774	92663	yes
AC011196.1	ENSG00000235518.2	ENST00000451816.2	chr15	-	26658763	26657030	26657030	26699723	42694	yes
GABRA5	ENSG00000186297.11	ENST00000335625.9	chr15	+	26866363	26949207	26825403	26949207	123805	yes
GABRB3	ENSG00000166206.14	ENST00000541819.6	chr15	-	26939539	26543552	26543552	26980499	436948	yes
GABRG3	ENSG00000182256.12	ENST00000615808.4	chr15	+	26971282	27541991	26930322	27541991	611670	yes
AC021979.1	ENSG00000258594.1	ENST00000553822.1	chr15	+	27621534	27629289	27580574	27629289	48716	yes
AC021979.2	ENSG00000258853.1	ENST00000553644.1	chr15	-	27685768	27684498	27684498	27726728	42231	yes
OCA2	ENSG00000104044.15	ENST00000354638.7	chr15	-	28099358	27754875	27754875	28140318	385444	yes
HERC2	ENSG00000128731.16	ENST00000261609.11	chr15	-	28322152	28111040	28111040	28363112	252073	yes
GOLGA8F	ENSG00000153684.15	ENST00000526619.6	chr15	+	28378664	28392018	28337704	28392018	54315	yes
GOLGA8M	ENSG00000188626.6	ENST00000563213.1	chr15	-	28738384	28709267	28709267	28779344	70078	yes
GOLGA8M	ENSG00000261480.1	ENST00000568033.1	chr15	-	28738431	28719377	28719377	28779391	60015	yes
GOLGA6L7	ENSG00000261649.6	ENST00000569815.1	chr15	-	28848675	28844961	28844961	28889635	44675	yes
APBA2	ENSG00000034053.14	ENST00000559814.5	chr15	+	28886160	29108620	28845200	29108620	263421	yes
FAM189A1	ENSG00000104059.4	ENST00000560021.1	chr15	-	29196687	29123315	29123315	29237647	114333	yes
NSMCE3	ENSG00000185115.5	ENST00000332303.5	chr15	-	29269829	29264992	29264992	29310789	45798	yes
AC102941.1	ENSG00000259814.1	ENST00000567616.1	chr15	-	29611212	29609676	29609676	29652172	42497	yes
TJP1	ENSG00000104067.16	ENST00000346128.10	chr15	-	29822503	29699367	29699367	29863463	164097	yes
AC111152.2	ENSG00000259647.1	ENST00000561392.1	chr15	-	30045848	30005443	30005443	30086808	81366	yes
GOLGA8J	ENSG00000179938.12	ENST00000567927.1	chr15	+	30083053	30093499	30042093	30093499	51407	yes
GOLGA8T	ENSG00000261247.1	ENST00000565649.1	chr15	+	30135787	30139553	30094827	30139553	44727	yes
ARHGAP11B	ENSG00000285077.1	ENST00000567449.5	chr15	+	30624494	30626266	30583534	30626266	42733	yes
AC091057.6	ENSG00000284906.1	ENST00000564902.5	chr15	+	30624548	30646202	30583588	30646202	62615	yes
AC091057.4	ENSG00000269974.1	ENST00000602684.1	chr15	+	30648797	30649529	30607837	30649529	41693	yes
FAN1	ENSG00000198690.9	ENST00000561594.5	chr15	+	30903852	30911788	30862892	30911788	48897	yes
MTMR10	ENSG00000166912.16	ENST00000435680.5	chr15	-	30991604	30938941	30938941	31032564	93624	yes
TRPM1	ENSG00000134160.13	ENST00000542188.5	chr15	-	31161273	31001061	31001061	31202233	201173	yes
LINC02352	ENSG00000259448.2	ENST00000559292.2	chr15	+	31216020	31220720	31175060	31220720	45661	yes
AC012236.1	ENSG00000259772.6	ENST00000558388.6	chr15	-	31230838	31222767	31222767	31271798	49032	yes
KLF13	ENSG00000169926.10	ENST00000307145.3	chr15	+	31326855	31377899	31285895	31377899	92005	yes
OTUD7A	ENSG00000169918.9	ENST00000558371.5	chr15	-	31870578	31558183	31558183	31911538	353356	yes
CHRNA7	ENSG00000175344.17	ENST00000306901.8	chr15	+	32030483	32173018	31989523	32173018	183496	yes
LINC02256	ENSG00000261064.1	ENST00000561999.1	chr15	+	32536714	32575643	32495754	32575643	79890	yes
AC123768.4	ENSG00000276724.1	ENST00000616244.1	chr15	+	32583612	32584312	32542652	32584312	41661	yes
GOLGA8N	ENSG00000232653.8	ENST00000569536.1	chr15	+	32596248	32597640	32555288	32597640	42353	yes
AC123768.2	ENSG00000244952.2	ENST00000500941.2	chr15	+	32613733	32615111	32572773	32615111	42339	yes
ARHGAP11A	ENSG00000198826.10	ENST00000361627.7	chr15	+	32615490	32639949	32574530	32639949	65420	yes
SCG5	ENSG00000166922.8	ENST00000300175.8	chr15	+	32641676	32697098	32600716	32697098	96383	yes
GREM1	ENSG00000166923.10	ENST00000622074.1	chr15	+	32717974	32745107	32677014	32745107	68094	yes
AC090877.2	ENSG00000259721.1	ENST00000560363.1	chr15	-	32718854	32718101	32718101	32759814	41714	yes
FMN1	ENSG00000248905.8	ENST00000320930.7	chr15	-	33194696	33149784	33149784	33235656	85873	yes
RYR3	ENSG00000198838.13	ENST00000634891.1	chr15	+	33310945	33866103	33269985	33866103	596119	yes
CHRM5	ENSG00000184984.9	ENST00000557872.1	chr15	+	34018227	34065090	33977267	34065090	87824	yes
AVEN	ENSG00000169857.7	ENST00000306730.7	chr15	-	34039176	33866227	33866227	34080136	213910	yes
EMC7	ENSG00000134153.9	ENST00000256545.8	chr15	-	34101948	34084017	34084017	34142908	58892	yes
PGBD4	ENSG00000182405.5	ENST00000397766.3	chr15	+	34102073	34108684	34061113	34108684	47572	yes
KATNBL1	ENSG00000134152.10	ENST00000560247.5	chr15	-	34210096	34146070	34146070	34251056	104987	yes
EMC4	ENSG00000128463.12	ENST00000267750.8	chr15	+	34224999	34230156	34184039	34230156	46118	yes
SLC12A6	ENSG00000140199.11	ENST00000397702.6	chr15	-	34338060	34233259	34233259	34379020	145762	yes
NOP10	ENSG00000182117.5	ENST00000328848.5	chr15	-	34343177	34341713	34341713	34384137	42425	yes
NUTM1	ENSG00000184507.15	ENST00000333756.4	chr15	+	34345865	34357732	34304905	34357732	52828	yes
LPCAT4	ENSG00000176454.13	ENST00000314891.10	chr15	-	34367278	34358618	34358618	34408238	49621	yes
GOLGA8A	ENSG00000175265.17	ENST00000473125.5	chr15	-	34407687	34379068	34379068	34448647	69580	yes
GOLGA8B	ENSG00000215252.11	ENST00000484716.5	chr15	-	34582860	34525654	34525654	34623820	98167	yes
LINC02252	ENSG00000261304.1	ENST00000565706.1	chr15	-	34655764	34651135	34651135	34696724	45590	yes
GJD2	ENSG00000159248.4	ENST00000290374.4	chr15	-	34754965	34751032	34751032	34795925	44894	yes
ACTC1	ENSG00000159251.7	ENST00000290378.5	chr15	-	34795726	34788095	34788095	34836686	48592	yes
AQR	ENSG00000021776.10	ENST00000156471.9	chr15	-	34969839	34851782	34851782	35010799	159018	yes
ZNF770	ENSG00000198146.4	ENST00000356321.4	chr15	-	34988287	34978341	34978341	35029247	50907	yes
AC114546.1	ENSG00000259181.1	ENST00000560140.1	chr15	+	34993646	35003221	34952686	35003221	50536	yes
AC114546.2	ENSG00000259587.2	ENST00000560683.2	chr15	+	35008469	35011191	34967509	35011191	43683	yes
NANOGP8	ENSG00000255192.5	ENST00000629403.1	chr15	-	35085110	35084193	35084193	35126070	41878	yes
AC021231.1	ENSG00000259336.1	ENST00000559246.1	chr15	-	35169698	35099022	35099022	35210658	111637	yes
DPH6	ENSG00000134146.11	ENST00000440392.3	chr15	-	35546192	35518994	35518994	35587152	68159	yes
DPH6-DT	ENSG00000248079.2	ENST00000501169.2	chr15	+	35546195	35859001	35505235	35859001	353767	yes
